xls,site_name,proxy,doi,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,,modern_latitude,modern_longitude
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2282,,,251.17,98.84,65.66,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2340,,,220.92,81.88,56.44,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2340,,,192.45,69.95,48.46,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2340,,,185.8,66.28,47.78,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2371,,,159.42,54.49,41.24,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2427,,,239.6,92.51,62.72,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2487,,,287.28,120.32,77.64,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2549,,,208.22,77.59,52.99,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2560,,,242.39,96.39,62.83,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2560,,,233.13,85.86,62.27,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2560,,,209.94,77.96,53.69,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2560,,,197.65,71.28,50.93,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2560,,,196.99,73.39,50.3,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2617,,,150.48,52.29,38.06,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,2780,,,232.97,90.59,60.38,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3043,,,255.52,100.89,66.93,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3189,,,241.1,92.02,61.5,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3404,,,318.03,136.62,88.19,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3420,,,205.13,75.54,53.2,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3480,,,282.65,116.59,75.27,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3550,,,345.61,161.51,96.98,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3721,,,274.66,115.37,73.27,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3950,,,305.76,129.17,83.19,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3970,,,275.25,115.33,74.04,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,3990,,,330.91,146.75,93.34,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4003,,,241.16,93.64,63.23,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4020,,,254.96,100.43,67.44,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4040,,,251.9,104.81,65.92,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4130,,,342.81,152.07,96.94,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4279,,,353.51,163.14,100.64,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4610,,,325.96,148.93,89.38,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4730,,,195.98,71.07,51.59,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4750,,,288.05,118.94,79.48,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4790,,,234.23,88.35,60.29,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4860,,,523.54,332.03,165.24,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,4882,,,211.11,78.12,54.49,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5053,,,241.79,91.88,62.53,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5258,,,189.01,67.72,48.16,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5350,,,285.29,116.75,77.13,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5370,,,214.4,76.56,55.05,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5420,,,219.62,82.87,56.89,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5444,,,253.37,101.52,65.64,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5460,,,296.66,120.82,81.17,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5510,,,171.68,59.36,44.71,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5546,,,154.66,52.31,39.38,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5649,,,244.41,94.87,64.38,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5720,,,223.63,84.96,58.43,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5750,,,250.68,100.48,65.94,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,5820,,,251.99,99.35,65.43,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6021,,,218.87,82.85,56.99,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6160,,,176.79,60.6,44.98,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6170,,,172.88,61.71,45.26,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6203,,,230.03,87.58,60.29,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,308.51,134.56,84.73,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,306.18,133.65,83.58,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,306.61,129.88,84.79,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,301.39,126.73,82.47,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,295,124.44,78.49,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,295.86,121.11,80.14,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,290.62,118.75,77.55,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,279.64,113.78,75.52,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,274.15,111.44,72.39,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,271.85,110.99,71.01,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,268.91,111.45,71.7,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,268.29,107.54,71.72,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,267.25,112.96,70.58,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,263.2,104.84,69.74,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,263.95,105,69.33,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,264.15,105.4,70.26,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,265.3,103.47,70.59,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,264.97,103.52,69.92,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,265.98,104.37,70.93,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,261.93,105.51,68.39,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,263.38,104.38,68.49,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,259.37,103.19,67.49,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,258.51,98.94,67.01,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,259.12,101.81,68.97,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,258.99,102.73,67.56,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,259.86,105.16,67.45,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,261.62,102.84,71.13,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,257.74,105.46,66.96,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,258.44,103.78,67.54,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,258.13,102.65,66.53,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,259.63,102.22,68.62,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,258.63,106.67,67.47,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,255.49,101.74,66.69,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,255.35,100.36,66.62,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,253.63,100.36,67.1,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,249.9,97.61,64.17,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,252.34,97.74,67.44,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,250.04,95.97,66.01,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,249.44,96.81,65.35,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,250.73,98.8,64.84,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,246.33,95.94,63.75,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,245.93,94.32,64.82,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,246.3,98.29,64.49,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,233.57,90.21,60.79,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6300,,,206.11,75.11,52.67,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6427,,,244.65,94.53,65.28,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6609,,,262.37,105.62,70.77,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,6790,,,260.11,101.83,67.34,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7003,,,293.38,123.89,80.34,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7181,,,257.43,101.21,69.14,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7323,,,237.84,89.55,62.08,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7414,,,287.74,116.61,77.52,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7476,,,297.47,129.63,78.84,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7600,,,339.27,157.99,93.78,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7724,,,190.99,68.91,48.05,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7873,,,292.28,122.34,80.14,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,7997,,,328.17,144.39,90.74,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8059,,,217.98,81.38,55.35,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8121,,,255.66,104.79,66.09,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8301,,,440.48,245.67,131.23,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8383,,,373.44,174.83,105.12,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8465,,,358.08,172.93,102.25,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,414.93,214.6,122.47,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,363.89,171.95,103.5,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,318.68,144.14,88.69,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,317.17,138.03,87.01,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,312.32,137.7,86.07,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,311.11,133.43,85.08,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,299.55,127.03,82.07,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,293.15,124.33,79.11,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,232.9,88.78,62.63,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8600,,,180.15,63.06,47.21,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,8694,,,436.26,244.39,134,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,9464,,,292.71,121.27,79.66,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,9828,,,333.49,148.6,94.29,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,9983,,,331.3,150.2,90.58,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,10113,,,259.41,104.73,70.28,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,10242,,,316.72,140.56,87.61,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,10398,,,367.28,170.92,103.76,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,10535,,,212.73,78.04,54.51,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,10614,,,174.39,62.56,44.18,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,10693,,,239.56,93.05,62.41,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,11031,,,282.57,118.23,76.18,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,11233,,,238.2,92.66,62.89,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,11392,,,211.81,77.27,54.69,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,11552,,,290.71,120.99,77.51,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,11711,,,371.12,180.69,103.8,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,12094,,,333.88,153.11,94.67,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,12407,,,217.28,78.76,56.6,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,12717,,,412.69,219.27,123.29,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,365.09,168.43,103.43,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,360.4,174.27,103.58,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,381.7,194.42,110.41,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,346.37,156.67,96.12,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,346.89,152.73,100.63,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,338.64,154.87,93.57,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,332.59,149.29,92.61,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,308.09,132.29,84.2,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13000,,,271.86,112.11,73.76,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13100,,,394.06,205.02,113.91,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13100,,,352.76,164.36,100.01,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13100,,,285.11,118.06,76.36,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13160,,,341.26,153.18,93.61,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13200,,,352.11,168.23,98.08,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13200,,,338.44,156.23,95.85,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13200,,,323.48,140.41,89.9,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13200,,,302.66,128.19,81.52,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,350.47,164.32,96.04,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,374.47,180.99,107.47,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,363.39,176.77,104.62,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,342.42,159.12,93.94,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,341.19,156.24,95.42,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,314.65,137.58,86.73,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13300,,,313.76,137.55,84.26,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13400,,,383.55,187.81,113.24,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13400,,,366.44,179.34,103.74,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13400,,,362.5,175.37,104.44,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13400,,,370.98,176.54,107.1,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13400,,,364.09,178.29,103.07,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13500,,,278.92,115.43,75.39,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13500,,,353.17,163.94,101.6,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13500,,,330.49,146.07,91.04,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13500,,,311.15,134.12,84.88,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13500,,,291.21,122.97,77.4,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13592,,,290.39,122.12,76.85,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,352.72,166.18,99.18,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,337.56,154.52,93.96,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,280.2,114.12,74.01,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,333.61,155.84,93.49,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,328.39,144.61,92.2,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,316.82,145.59,84.75,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,310.38,139.17,85.59,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,285.33,114.82,76.65,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13600,,,284.54,116.95,75.56,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13700,,,290.96,120.98,78.41,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13700,,,299.26,128.03,81.67,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13700,,,256.39,99.31,67.53,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13800,,,227.66,88.97,59.31,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,13914,,,327.93,139.03,92.85,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,14000,,,298.02,122.49,81.16,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,14200,,,287.29,118.68,78.71,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,14303,,,265.27,107.41,70.34,,,
land_plant_d13c_1_cui_2020.xlsx,NA,Land Plant 𝛿¹³C,10.1130/G47681.1,14500,,,286.64,118.75,76.71,,,
